ID,EVALUATION_RATING,REPORTS_TO,FEEDBACK_COMMENT,SATISFACTION_INDEX
103477,4.4,100007,My peers do not provide guidance about our strategy,3.9
103478,4.6,100003,My bosses do not provide guidance about providing better service,3.7
103479,3.3,100003,My bosses do not listen to me on generating revenue,3.5
103480,4.6,100007,My peers do not provide guidance about our strategy,3.3
103481,3.8,100007,My peers do not communicate about our vision of the future,3.3
103482,3.3,100010,My bosses do not listen to me on generating revenue,3.9
103483,4.5,100002,My peers do not support generating revenue,3.1
103484,4,100012,My peers do not listen to me on providing better service,3.8
103485,3.9,100003,My bosses  listen to me on generating revenue,4.7
103486,4.4,100005,My peers do not provide guidance about our vision of the future,4.5
103487,3.1,100004,My peers  listen to me on generating revenue,4.6
103488,3.4,100004,My peers  communicate about our vision of the future,3.1
103489,4,100001,My peers do not provide guidance about generating revenue,4.1
103490,4.1,100012,My bosses  listen to me on our strategy,3.1
103491,4.2,100006,My peers  provide guidance about our strategy,4.8
103492,3.6,100013,My peers  support our strategy,3.1
103493,4.7,100004,My bosses  listen to me on providing better service,4.5
103494,3.7,100004,My peers do not listen to me on generating revenue,4.7
103495,4.5,100005,My peers  listen to me on generating revenue,4.4
103496,4.1,100003,My bosses do not provide guidance about our strategy,3.5
103497,3.3,100010,My peers  listen to me on providing better service,4.8
103498,4.5,100005,My bosses  listen to me on providing better service,3.3
103499,3.6,100001,My bosses  listen to me on providing better service,4.6
103500,3.9,100007,My peers  provide guidance about generating revenue,4.3
103501,4.6,100013,My bosses  provide guidance about generating revenue,4.6
103502,4.8,100012,My bosses  listen to me on generating revenue,4.7
103503,3.3,100004,My peers do not support providing better service,4.3
103504,4.2,100011,My bosses  provide guidance about our vision of the future,3.6
103505,3.9,100002,My peers  listen to me on our vision of the future,3.4
103506,3.9,100004,My peers  listen to me on generating revenue,3.3
103507,4.4,100002,My peers  listen to me on our vision of the future,4.9
103508,4,100005,My peers do not provide guidance about our strategy,3.3
103509,4.9,100004,My peers  support our strategy,4.3
103510,4.3,100005,My peers  communicate about our vision of the future,4.4
103511,3.7,100002,My bosses  provide guidance about our vision of the future,3.8
103512,3.7,100005,My bosses  communicate about our strategy,3.1
103513,3.5,100005,My bosses do not provide guidance about our strategy,4.8
103514,4.3,100013,My peers do not provide guidance about providing better service,3.5
103515,4,100004,My peers  communicate about our strategy,4.2
103516,4.2,100014,My bosses  communicate about generating revenue,4.8
103517,4.7,100001,My peers do not provide guidance about generating revenue,4.5
103518,3.4,100012,My bosses  communicate about providing better service,3.5
103519,4.8,100008,My bosses  support generating revenue,4.8
103520,3.1,100011,My peers  listen to me on providing better service,3.5
103521,3.7,100005,My bosses do not listen to me on generating revenue,3.7
103522,3.2,100014,My bosses do not communicate about our vision of the future,3.6
103523,3.7,100002,My peers do not communicate about providing better service,4
103524,4,100008,My peers  listen to me on our vision of the future,3.5
103525,4.2,100011,My bosses do not listen to me on generating revenue,3.1
103526,3.5,100011,My peers  communicate about our vision of the future,4.8
103527,4.9,100008,My bosses  support providing better service,4.4
103528,4.5,100003,My peers do not listen to me on our vision of the future,3.7
103529,3,100011,My bosses do not listen to me on generating revenue,3.8
103530,4.8,100013,My peers do not support our vision of the future,4.9
103531,3.7,100009,My bosses  listen to me on generating revenue,4.2
103532,4.5,100010,My bosses  provide guidance about our strategy,3.7
103533,3.7,100007,My peers do not support our strategy,3.8
103534,3.9,100007,My bosses do not provide guidance about generating revenue,3.8
103535,3.3,100012,My peers do not communicate about our strategy,4.7
103536,4.8,100014,My peers  listen to me on our vision of the future,3.5
103537,4,100009,My peers  listen to me on generating revenue,4.3
103538,3.6,100014,My peers  provide guidance about our strategy,4.3
103539,4.8,100010,My peers do not communicate about our strategy,3.3
103540,3.7,100013,My peers  listen to me on our vision of the future,3.5
103541,4.3,100004,My peers  provide guidance about our strategy,3.1
103542,3.4,100007,My peers do not communicate about our strategy,4.3
103543,4.3,100002,My peers  provide guidance about providing better service,4
103544,3.4,100007,My peers  support our vision of the future,3.8
103545,3.4,100002,My peers  support our strategy,4.5
103546,3.8,100003,My peers do not listen to me on generating revenue,4.2
103547,3.6,100006,My bosses  provide guidance about our vision of the future,4.6
103548,3.7,100004,My peers  communicate about our strategy,3
103549,3.1,100007,My peers do not support providing better service,4.2
103550,3.3,100013,My bosses  provide guidance about our vision of the future,4.9
103551,4.5,100009,My bosses do not support generating revenue,4.8
103552,4.5,100014,My peers  listen to me on providing better service,4.6
103553,4,100011,My peers do not listen to me on providing better service,4.3
103554,3.1,100003,My peers  provide guidance about generating revenue,3.9
103555,4.8,100002,My bosses do not provide guidance about our vision of the future,4.2
103556,4.9,100009,My peers do not provide guidance about generating revenue,4
103557,3.6,100005,My peers  provide guidance about generating revenue,4
103558,3.6,100010,My peers do not provide guidance about our strategy,4.9
103559,3.6,100003,My peers do not communicate about providing better service,4.3
103560,4,100002,My peers  communicate about providing better service,4.9
103561,3.3,100001,My bosses  listen to me on providing better service,4.8
103562,4.5,100005,My bosses  communicate about our vision of the future,4.6
103563,3.8,100008,My bosses  support our strategy,3.6
103564,4.6,100009,My peers  listen to me on our strategy,4.4
103565,3.2,100003,My bosses do not communicate about generating revenue,4.9
103566,3.3,100006,My peers do not provide guidance about providing better service,3.4
103567,4.7,100005,My peers  provide guidance about our vision of the future,4.4
103568,3.5,100002,My bosses do not listen to me on providing better service,3.4
103569,4.2,100007,My bosses do not listen to me on our strategy,4
103570,3.7,100001,My bosses do not listen to me on generating revenue,4.3
103571,4.2,100001,My bosses do not communicate about our vision of the future,4
103572,3.3,100001,My peers do not support generating revenue,4.7
103573,4.9,100001,My peers do not listen to me on our vision of the future,4.8
103574,4.9,100004,My bosses do not listen to me on generating revenue,4.6
103575,3.6,100008,My bosses  listen to me on providing better service,3.3
103576,3.7,100007,My peers do not support our strategy,3.1
103577,4.2,100012,My bosses  provide guidance about our strategy,3.6
103578,3.6,100004,My bosses  provide guidance about providing better service,3
103579,4.9,100002,My peers do not communicate about generating revenue,4.6
103580,4,100001,My bosses do not support generating revenue,4.4
103581,4.3,100002,My bosses  provide guidance about generating revenue,4.6
103582,3,100005,My peers  support our strategy,3.6
103583,4.5,100005,My bosses do not support our vision of the future,4.9
103584,3.8,100007,My peers  support our strategy,3.1
103585,4.8,100013,My peers do not support our vision of the future,4.6
103586,4,100001,My bosses  communicate about our strategy,3.1
103587,3.3,100010,My bosses  listen to me on our vision of the future,4.1
103588,4.6,100004,My peers do not communicate about our strategy,3.3
103589,3,100004,My bosses  listen to me on generating revenue,4.6
103590,4.8,100007,My bosses  listen to me on providing better service,3.5
103591,4.8,100012,My bosses  support generating revenue,4.8
103592,4.2,100004,My bosses  communicate about generating revenue,3.1
103593,4.7,100006,My bosses  support generating revenue,3.6
103594,4.6,100013,My peers do not communicate about our strategy,3.8
103595,4,100013,My bosses  support our vision of the future,4.9
103596,3.9,100011,My bosses do not communicate about generating revenue,4.2
103597,3.5,100011,My peers  provide guidance about our strategy,4.2
103598,4.9,100003,My bosses do not communicate about providing better service,4.6
103599,3.7,100005,My peers do not communicate about our strategy,4.5
103600,4.6,100014,My bosses  provide guidance about generating revenue,4.5
103601,3.5,100008,My bosses do not provide guidance about our strategy,3.7
103602,4.8,100013,My bosses do not listen to me on generating revenue,3.5
103603,4.5,100013,My peers do not listen to me on our vision of the future,4.2
103604,3.9,100002,My peers do not provide guidance about our strategy,4.1
103605,3.4,100003,My bosses do not support generating revenue,3.5
103606,3.8,100009,My peers do not provide guidance about our vision of the future,4.9
103607,3,100011,My bosses do not support generating revenue,3.2
103608,4.2,100005,My bosses  support generating revenue,3
103609,4.8,100009,My peers do not support our strategy,4.5
103610,4.2,100002,My peers  listen to me on generating revenue,4.1
103611,4.6,100006,My bosses  communicate about generating revenue,4.6
103612,4.3,100013,My bosses do not provide guidance about providing better service,4
103613,4.7,100005,My bosses  support providing better service,4.7
103614,4.3,100002,My peers  support generating revenue,3.2
103615,3,100002,My peers  communicate about generating revenue,3.4
103616,4.8,100014,My peers  provide guidance about our strategy,3
103617,4.2,100005,My bosses  communicate about providing better service,4.1
103618,4.6,100008,My bosses do not listen to me on our vision of the future,3.6
103619,3.2,100006,My peers do not support our vision of the future,3.3
103620,4.7,100008,My bosses do not listen to me on providing better service,4.1
103621,4.2,100001,My bosses do not provide guidance about providing better service,3.9
103622,3.3,100013,My bosses do not listen to me on generating revenue,3.2
103623,4,100006,My bosses  provide guidance about providing better service,4.9
103624,3.2,100007,My peers  support our strategy,4.6
103625,4.8,100009,My bosses do not listen to me on our strategy,4.4
103626,3.6,100010,My peers do not listen to me on our strategy,3.9
103627,4.1,100011,My bosses do not communicate about our strategy,4.9
103628,4.4,100004,My peers do not provide guidance about generating revenue,3.3
103629,3.5,100008,My bosses  support generating revenue,4.5
103630,3.3,100003,My bosses do not listen to me on providing better service,4.8
103631,4.9,100013,My peers  provide guidance about providing better service,4.4
103632,3.9,100009,My bosses do not listen to me on generating revenue,4.6
103633,4.7,100002,My bosses do not support our vision of the future,3.8
103634,4,100004,My bosses do not provide guidance about our vision of the future,4.6
103635,4.6,100007,My peers do not support our vision of the future,3.5
103636,4.1,100012,My peers  provide guidance about our vision of the future,4.1
103637,3.8,100005,My peers  communicate about providing better service,4.2
103638,3.9,100008,My bosses  communicate about generating revenue,4
103639,3.7,100010,My peers  communicate about providing better service,3.6
103640,3.8,100009,My peers  support our vision of the future,3.9
103641,4.7,100010,My bosses  listen to me on our strategy,3.3
103642,3.7,100002,My peers  support our strategy,4.5
103643,4.3,100001,My peers  support our vision of the future,3.4
103644,4.5,100014,My bosses do not listen to me on our strategy,4.3
103645,3.6,100009,My peers  provide guidance about our vision of the future,3.4
103646,4.1,100008,My peers do not listen to me on our vision of the future,3.2
103647,3.4,100007,My bosses do not support generating revenue,4.7
103648,3.3,100011,My peers do not support generating revenue,4
103649,3,100012,My peers  communicate about providing better service,4.2
103650,4.4,100003,My peers do not provide guidance about our vision of the future,3.9
103651,3.5,100002,My peers  support our vision of the future,3
103652,3.6,100003,My peers  listen to me on generating revenue,3.3
103653,3.9,100008,My bosses  listen to me on our strategy,3.5
103654,4.5,100006,My peers  listen to me on generating revenue,3.1
103655,4.5,100013,My bosses do not provide guidance about providing better service,4.7
103656,4.7,100009,My peers  provide guidance about providing better service,4.3
103657,3.1,100009,My peers  support our vision of the future,4
103658,4.4,100014,My bosses do not provide guidance about providing better service,3.8
103659,4.5,100003,My bosses  support our vision of the future,4.3
103660,4.6,100010,My peers  provide guidance about our strategy,3
103661,4.1,100012,My bosses  support our vision of the future,3.9
103662,3.9,100004,My bosses  provide guidance about our strategy,4.9
103663,3.3,100002,My bosses  support providing better service,3.7
103664,4.9,100010,My bosses  communicate about our vision of the future,3.2
103665,4.9,100004,My peers do not support our strategy,3.9
103666,4.1,100008,My peers  provide guidance about our strategy,4.6
103667,4.8,100003,My bosses  listen to me on generating revenue,4
103668,4.9,100006,My bosses do not provide guidance about our vision of the future,4.2
103669,3,100002,My bosses do not provide guidance about providing better service,3.3
103670,4.3,100014,My bosses do not listen to me on providing better service,3.8
103671,3.1,100011,My peers  support providing better service,4.2
103672,4.6,100004,My bosses do not provide guidance about our strategy,3.5
103673,4.3,100012,My bosses  provide guidance about our vision of the future,4
103674,4.8,100013,My bosses do not provide guidance about our strategy,4.9
103675,3.8,100005,My peers do not provide guidance about our strategy,3.5
103676,4.4,100001,My peers  communicate about generating revenue,4.5
103677,3.9,100008,My bosses  provide guidance about our vision of the future,3.4
103678,4.5,100012,My bosses do not listen to me on our vision of the future,3.9
103679,3.5,100003,My peers  communicate about our strategy,4.7
103680,3.7,100009,My peers  provide guidance about providing better service,3
103681,4.1,100001,My peers do not listen to me on our vision of the future,3.6
103682,4.6,100003,My peers do not support generating revenue,3.9
103683,4.3,100009,My peers  provide guidance about providing better service,4.4
103684,3.3,100005,My bosses  listen to me on generating revenue,3.2
103685,3.9,100009,My peers  provide guidance about our strategy,3.1
103686,3.1,100006,My bosses  provide guidance about generating revenue,4
103687,4.8,100011,My peers  support our strategy,3.6
103688,3.8,100007,My bosses do not support generating revenue,4.6
103689,4.9,100008,My peers do not communicate about our vision of the future,4.5
103690,4.1,100001,My peers do not provide guidance about our strategy,3.6
103691,3.7,100012,My bosses do not communicate about providing better service,3.9
103692,4.9,100009,My peers do not listen to me on generating revenue,4.7
103693,3,100011,My peers do not listen to me on generating revenue,3.3
103694,3,100006,My bosses  listen to me on our vision of the future,4
103695,3.1,100009,My bosses do not support our vision of the future,3.7
103696,4.4,100008,My bosses  provide guidance about generating revenue,4.4
103697,4.9,100014,My bosses do not listen to me on providing better service,4.6
103698,4.9,100011,My bosses do not provide guidance about our strategy,4.8
103699,4.7,100001,My peers  support providing better service,3.2
103700,3.4,100004,My bosses  support our vision of the future,3.3
103701,3.5,100008,My peers do not communicate about our vision of the future,4.2
103702,3,100009,My bosses  provide guidance about our strategy,4.5
103703,4.5,100002,My peers  support our strategy,4.7
103704,4.3,100006,My peers do not communicate about our vision of the future,3.1
103705,3.4,100014,My peers do not communicate about providing better service,4.1
103706,3.5,100009,My bosses  communicate about generating revenue,4.7
103707,3.4,100013,My peers do not provide guidance about our strategy,3.2
103708,3.1,100014,My bosses do not provide guidance about our strategy,4.8
103709,4.2,100004,My peers  listen to me on providing better service,3.9
103710,4.4,100009,My bosses do not communicate about providing better service,4.3
103711,4.4,100006,My peers  listen to me on generating revenue,3.8
103712,4.5,100010,My peers  listen to me on providing better service,4.1
103713,4,100009,My peers  support our strategy,4
103714,3.1,100005,My bosses do not provide guidance about our strategy,4
103715,3,100005,My peers  listen to me on providing better service,3.3
103716,3.8,100007,My bosses do not provide guidance about our strategy,3.5
103717,4.3,100009,My bosses  provide guidance about generating revenue,4.1
103718,3.4,100014,My bosses  listen to me on our vision of the future,3.7
103719,4.9,100010,My peers do not listen to me on generating revenue,4.9
103720,3.5,100013,My peers  listen to me on our vision of the future,3.3
103721,4.2,100001,My bosses  support generating revenue,4.1
103722,3.5,100005,My bosses do not listen to me on our vision of the future,3.6
103723,3.1,100003,My bosses do not support our strategy,4.6
103724,3.8,100013,My peers  listen to me on generating revenue,3.3
103725,3,100009,My peers  provide guidance about generating revenue,3
103726,3.4,100003,My peers do not communicate about our strategy,3.7
103727,3.9,100002,My peers  listen to me on our vision of the future,3.2
103728,4.9,100006,My peers  listen to me on our vision of the future,4.4
103729,3.5,100003,My bosses do not support providing better service,3.2
103730,3.8,100002,My peers do not provide guidance about providing better service,3.5
103731,3.3,100012,My peers do not provide guidance about our strategy,3.3
103732,3.5,100006,My peers do not provide guidance about providing better service,3.3
103733,3.2,100008,My peers do not support our strategy,3.8
103734,4.7,100009,My bosses  communicate about our strategy,3.7
103735,4.7,100007,My bosses  support our strategy,4.7
103736,4.9,100008,My peers do not listen to me on our strategy,4.3
103737,4.6,100010,My peers  communicate about providing better service,3.3
103738,4.7,100004,My bosses  support our vision of the future,3.8
103739,3,100009,My peers  provide guidance about providing better service,3
103740,3.3,100014,My bosses  communicate about providing better service,4.5
103741,4.5,100009,My peers  listen to me on our strategy,3.7
103742,4.9,100010,My peers  support providing better service,3.5
103743,4.7,100014,My peers do not communicate about generating revenue,3.1
103744,4.6,100001,My bosses do not support generating revenue,3.9
103745,3,100011,My peers  communicate about providing better service,3.7
103746,4.5,100008,My bosses  support our strategy,3.5
103747,4.7,100005,My bosses  listen to me on generating revenue,4.3
103748,4,100003,My peers do not support providing better service,4.6
103749,4.8,100014,My bosses do not communicate about generating revenue,3.2
103750,3.8,100005,My peers  provide guidance about providing better service,3.2
103751,4.8,100014,My peers do not provide guidance about our strategy,4.8
103752,3.9,100014,My peers do not communicate about our vision of the future,3
103753,4.6,100008,My bosses  communicate about our strategy,4.4
103754,4.5,100003,My peers  provide guidance about providing better service,4.6
103755,4.1,100012,My bosses do not provide guidance about our strategy,3
103756,3.7,100009,My peers  communicate about providing better service,3.2
103757,4.2,100001,My bosses  support our strategy,4.6
103758,3.9,100010,My bosses do not support our strategy,4
103759,4,100004,My bosses do not listen to me on providing better service,4.8
103760,3.3,100011,My bosses  provide guidance about our strategy,4.4
103761,4.6,100001,My peers  support generating revenue,3.5
103762,3.2,100001,My peers  support providing better service,3.3
103763,4.1,100011,My bosses do not support providing better service,3.3
103764,4,100014,My peers  support providing better service,3.6
103765,4.4,100007,My bosses  communicate about providing better service,3.8
103766,3.6,100012,My peers  communicate about generating revenue,4.4
103767,3.5,100012,My bosses do not provide guidance about providing better service,3.9
103768,4.9,100009,My peers do not provide guidance about generating revenue,3.6
103769,3.8,100012,My bosses  listen to me on generating revenue,4.2
103770,3.8,100004,My bosses do not communicate about providing better service,3.9
103771,4.2,100013,My peers do not listen to me on our strategy,3.9
103772,4.5,100007,My peers do not listen to me on generating revenue,4
103773,4.2,100009,My peers do not communicate about our strategy,3.3
103774,4.2,100014,My peers  support our strategy,3.4
103775,3.8,100006,My bosses  listen to me on providing better service,4.5
103776,4.8,100007,My bosses  communicate about our vision of the future,3.2
103777,4,100002,My bosses  support our strategy,3.7
103778,3.6,100005,My peers do not listen to me on generating revenue,3
103779,3.6,100006,My bosses do not provide guidance about generating revenue,3.8
103780,3.9,100011,My bosses  provide guidance about providing better service,4.3
103781,4.6,100014,My bosses do not communicate about providing better service,3.8
103782,4.8,100008,My peers do not communicate about providing better service,3.1
103783,4.6,100005,My peers do not support our strategy,4.4
103784,4.7,100005,My bosses do not listen to me on our strategy,3.1
103785,4.3,100011,My peers  provide guidance about generating revenue,4.1
103786,4.1,100006,My peers  communicate about generating revenue,4.4
103787,3.9,100007,My peers do not provide guidance about generating revenue,4.6
103788,3.5,100011,My bosses  communicate about our vision of the future,4.1
103789,4.6,100007,My bosses  communicate about our vision of the future,3.8
103790,3.1,100013,My bosses  provide guidance about generating revenue,3.4
103791,4.7,100011,My peers do not support generating revenue,3.3
103792,3.7,100004,My peers  provide guidance about providing better service,4.8
103793,3.4,100008,My bosses  listen to me on generating revenue,3.5
103794,3.5,100009,My peers do not support generating revenue,3.3
103795,4,100011,My peers  provide guidance about our vision of the future,3.4
103796,4.5,100001,My bosses  support generating revenue,4.2
103797,4.4,100003,My bosses do not provide guidance about our strategy,4.8
103798,3.6,100004,My bosses do not communicate about providing better service,4.1
103799,3.7,100002,My peers do not listen to me on our strategy,4.8
103800,4.2,100005,My bosses do not communicate about our strategy,3.8
103801,4,100008,My bosses  provide guidance about providing better service,3
103802,4.3,100003,My bosses  provide guidance about generating revenue,4.2
103803,4.4,100004,My bosses do not listen to me on our strategy,4.5
103804,4.2,100014,My bosses do not listen to me on our strategy,4.4
103805,3.5,100012,My bosses do not support generating revenue,4.2
103806,4.2,100011,My bosses do not support our strategy,4.7
103807,3.9,100003,My bosses  support providing better service,4.7
103808,3.8,100014,My bosses do not communicate about our vision of the future,3.4
103809,3.6,100014,My bosses do not support providing better service,3.5
103810,4.1,100012,My peers  provide guidance about generating revenue,3
103811,3.4,100007,My bosses do not listen to me on providing better service,3.1
103812,4.1,100010,My peers  listen to me on providing better service,4.5
103813,3,100010,My peers do not listen to me on our vision of the future,4.5
103814,4,100004,My bosses  support our vision of the future,4.6
103815,3.6,100009,My peers do not communicate about generating revenue,3.2
103816,3.6,100007,My bosses do not provide guidance about providing better service,3.7
103817,4.6,100002,My bosses do not support providing better service,4.2
103818,4.3,100011,My bosses  provide guidance about our strategy,3.9
103819,3.1,100013,My bosses do not communicate about our strategy,4.8
103820,4.7,100012,My peers  listen to me on our vision of the future,3.7
103821,4.6,100011,My bosses do not listen to me on generating revenue,3.9
103822,3.5,100013,My peers do not provide guidance about providing better service,3.8
103823,3.5,100003,My bosses  support our strategy,4.9
103824,3.6,100012,My bosses do not communicate about providing better service,4.1
103825,4.1,100006,My bosses do not communicate about our vision of the future,4.2
103826,4.3,100004,My bosses do not provide guidance about our strategy,4.3
103827,4,100008,My bosses  support our strategy,3.5
103828,3.7,100010,My bosses  provide guidance about generating revenue,4.1
103829,3.6,100005,My peers  support our vision of the future,4.4
103830,3.2,100013,My bosses do not communicate about providing better service,4.4
103831,4.5,100001,My peers do not listen to me on our strategy,4.1
103832,3.4,100002,My peers  communicate about providing better service,3.6
103833,4.1,100009,My bosses  support our vision of the future,3.9
103834,3,100003,My bosses  support our strategy,3.6
103835,4.8,100014,My bosses  provide guidance about our strategy,3.6
103836,4.9,100005,My bosses  communicate about our strategy,3.4
103837,4.4,100006,My peers  communicate about our strategy,4.6
103838,4.2,100011,My bosses do not communicate about providing better service,4.1
103839,4.9,100005,My peers  provide guidance about our vision of the future,3.8
103840,3.9,100006,My peers do not provide guidance about our strategy,4.3
103841,4.9,100001,My bosses  communicate about providing better service,4
103842,3.8,100010,My bosses  listen to me on generating revenue,3.6
103843,4.3,100002,My peers do not communicate about providing better service,3
103844,4,100013,My peers do not communicate about our vision of the future,3.2
103845,3,100003,My peers  support generating revenue,3.8
103846,4.9,100001,My peers  communicate about generating revenue,3.1
103847,4.1,100012,My peers do not listen to me on providing better service,4.5
103848,4.7,100011,My peers  provide guidance about our strategy,4
103849,4.9,100009,My peers  listen to me on generating revenue,3.7
103850,3.1,100003,My peers do not listen to me on providing better service,4.3
103851,4.3,100008,My peers do not support our vision of the future,4.6
103852,4,100009,My peers  listen to me on generating revenue,3.4
103853,3.2,100008,My peers do not communicate about providing better service,3.2
103854,3.4,100004,My bosses do not listen to me on our vision of the future,4.3
103855,3,100013,My bosses  listen to me on providing better service,4.6
103856,4.3,100007,My bosses  communicate about our strategy,3.2
103857,3.2,100003,My bosses do not communicate about generating revenue,4.3
103858,4.8,100006,My peers do not provide guidance about generating revenue,3.3
103859,4.7,100005,My peers  communicate about providing better service,4
103860,3.6,100005,My peers  provide guidance about generating revenue,3.1
103861,4.4,100001,My bosses  support our strategy,3.1
103862,4.3,100010,My peers do not listen to me on generating revenue,3.3
103863,3.7,100002,My bosses  support our strategy,3.9
103864,3.7,100002,My bosses do not provide guidance about our strategy,3.8
103865,4.9,100002,My bosses do not support generating revenue,3.5
103866,3.1,100008,My bosses do not listen to me on our strategy,4.7
103867,3.7,100009,My peers  communicate about our vision of the future,3.2
103868,3.7,100013,My bosses  provide guidance about providing better service,3.6
103869,4,100012,My bosses do not support our vision of the future,3.2
103870,4.7,100009,My bosses do not communicate about our vision of the future,3
103871,4.3,100002,My peers do not listen to me on our vision of the future,3.3
103872,3.9,100013,My bosses  support our vision of the future,4.3
103873,3.8,100010,My bosses do not communicate about generating revenue,4.7
103874,4.7,100004,My peers do not communicate about our vision of the future,3.9
103875,4.9,100003,My peers do not provide guidance about our strategy,3.5
103876,4.5,100011,My peers  support our strategy,4.7
103877,3.6,100013,My peers  support generating revenue,3.9
103878,3.2,100013,My bosses do not communicate about our vision of the future,3.1
103879,4.7,100013,My peers do not support providing better service,3.6
103880,4,100006,My peers  listen to me on generating revenue,3.9
103881,4.5,100002,My peers do not communicate about our vision of the future,4.5
103882,3.3,100012,My peers do not communicate about generating revenue,3
103883,4.1,100001,My peers  listen to me on our vision of the future,4.7
103884,3.6,100006,My peers do not support providing better service,3.2
103885,4.2,100012,My bosses  listen to me on providing better service,3.2
103886,4.5,100011,My peers do not support our vision of the future,3.6
103887,4,100009,My bosses  listen to me on our vision of the future,3.6
103888,3.2,100010,My bosses  support our strategy,3.6
103889,4.4,100001,My bosses do not support providing better service,3.8
103890,3.1,100005,My peers do not communicate about our vision of the future,3.3
103891,3.4,100011,My peers  communicate about our strategy,3.7
103892,4.6,100013,My peers do not listen to me on generating revenue,3.9
103893,3.6,100013,My peers do not communicate about generating revenue,4.4
103894,3.9,100005,My bosses  support our strategy,3
103895,4.8,100010,My bosses  support generating revenue,4
103896,3.6,100013,My peers do not communicate about our strategy,3.9
103897,3,100005,My bosses  communicate about generating revenue,4.5
103898,3,100011,My bosses do not support generating revenue,4.9
103899,4.1,100007,My peers do not listen to me on providing better service,3.6
103900,3.5,100011,My peers do not support providing better service,3.4
103901,3.9,100003,My peers do not listen to me on our strategy,3.2
103902,3.4,100013,My bosses  listen to me on our strategy,4.2
103903,4.1,100001,My bosses do not communicate about our vision of the future,3.6
103904,3.9,100010,My peers  listen to me on generating revenue,3.2
103905,3.7,100007,My bosses  provide guidance about providing better service,4.6
103906,3.7,100003,My peers  communicate about our vision of the future,4.7
103907,3.2,100009,My peers do not communicate about our strategy,3.6
103908,3.8,100004,My bosses do not support generating revenue,3.1
103909,3.8,100014,My peers  support our vision of the future,3.2
103910,4.4,100007,My peers do not communicate about our vision of the future,3
103911,3.5,100004,My peers  support our strategy,4.3
103912,3.7,100004,My peers  provide guidance about our vision of the future,3.5
103913,4.9,100001,My peers do not provide guidance about generating revenue,3.9
103914,3.1,100009,My peers  support generating revenue,4.7
103915,3.1,100010,My bosses do not provide guidance about providing better service,3.4
103916,3.5,100007,My bosses do not provide guidance about our vision of the future,4.4
103917,4.1,100010,My peers do not communicate about generating revenue,4.7
103918,4.3,100002,My peers  communicate about our strategy,3.2
103919,3.1,100007,My peers  provide guidance about generating revenue,3.6
103920,4.8,100005,My bosses  communicate about providing better service,3
103921,3.5,100005,My bosses  support providing better service,4.9
103922,4.8,100009,My bosses do not support our strategy,3.1
103923,3.4,100013,My peers do not listen to me on our vision of the future,3.1
103924,3.8,100004,My peers  provide guidance about our vision of the future,4
103925,3.3,100007,My bosses  communicate about our strategy,4.4
103926,3.5,100003,My peers do not communicate about providing better service,4
103927,3,100006,My peers do not provide guidance about generating revenue,3.2
103928,3.9,100008,My bosses  listen to me on providing better service,3.5
103929,3.3,100012,My bosses do not provide guidance about providing better service,3.6
103930,3.6,100009,My peers  communicate about providing better service,4.1
103931,3.4,100011,My bosses  support providing better service,3.7
103932,4.7,100013,My peers  listen to me on generating revenue,4.3
103933,4.5,100010,My peers  listen to me on generating revenue,4.1
103934,3.2,100012,My peers do not support generating revenue,4
103935,4.5,100001,My peers do not communicate about our vision of the future,3.2
103936,4.5,100013,My bosses  support our vision of the future,3.8
103937,3,100005,My bosses do not listen to me on providing better service,3.7
103938,3.4,100001,My bosses  communicate about providing better service,3.2
103939,3.4,100006,My bosses  communicate about our vision of the future,4.5
103940,4.1,100013,My bosses  communicate about providing better service,4.9
103941,4.1,100010,My peers do not provide guidance about our vision of the future,4.1
103942,3.6,100004,My peers do not listen to me on generating revenue,4.7
103943,3.9,100007,My peers do not communicate about generating revenue,4
103944,3.9,100004,My peers do not communicate about providing better service,4.4
103945,4.8,100010,My bosses do not provide guidance about our strategy,4.7
103946,4.6,100010,My peers  support our strategy,4.4
103947,3,100014,My bosses  support providing better service,4.8
103948,3.9,100006,My peers  listen to me on our vision of the future,4.8
103949,3.2,100003,My bosses  provide guidance about our vision of the future,4
103950,3.2,100003,My peers do not provide guidance about our strategy,3
103951,4.2,100009,My bosses do not support our vision of the future,4.5
103952,4.8,100001,My bosses do not communicate about generating revenue,3
103953,3,100001,My peers do not communicate about our strategy,4
103954,4.5,100014,My peers do not support our strategy,4.4
103955,3,100006,My bosses  communicate about our vision of the future,3.6
103956,3.7,100006,My bosses do not provide guidance about our strategy,4.8
103957,4.8,100006,My peers do not listen to me on our strategy,4.1
103958,3.2,100002,My peers do not support our strategy,4.7
103959,4.7,100011,My peers  communicate about our vision of the future,3.2
103960,4.5,100005,My bosses do not listen to me on generating revenue,4.2
103961,3.2,100014,My peers  support our strategy,4.7
103962,3.9,100005,My bosses do not provide guidance about generating revenue,3.9
103963,3.2,100005,My bosses  listen to me on generating revenue,4.8
103964,4.4,100005,My peers do not communicate about our vision of the future,4
103965,4.5,100004,My peers  provide guidance about generating revenue,3.9
103966,4.1,100004,My bosses do not provide guidance about providing better service,4.2
103967,4.6,100006,My peers  provide guidance about providing better service,4.7
103968,3.9,100014,My peers do not listen to me on our strategy,4.4
